# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "1" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/featurecounts.txt" "rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000013306.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44319625;44319627;44319636;44319642;44319673;44319691;44319820;44319870;44319995;44320196;44320196;44320196;44320196;44320196;44320196;44320196;44320196;44320196;44320355;44320355;44320355;44320355;44320355;44320355;44320355;44320355;44320622;44320622;44320622;44320622;44320622;44320622;44320622;44320622;44320622;44320629;44320938;44321058;44321058;44321058;44321058;44321058;44321058;44321058;44321058;44321298;44321434;44321434;44321434;44321434;44321434;44321434;44321434;44321477;44321700;44321700;44321700;44321700;44321700;44321700;44321700;44321700;44321700;44321700;44321700;44322419;44322419;44322419;44322419;44322419;44322419;44322419;44322419;44322419;44322419;44322422;44322439;44322473;44322527;44322808;44322808;44322808;44322808;44322808;44322808;44322808;44322808;44322808;44323284;44323284;44323284;44323284;44323284;44323284;44323284;44323284;44323284;44323284;44323284;44323284;44323284;44323478;44323478;44323478;44323478;44323478;44323478;44323478;44323478;44323478;44323478;44323478;44323478;44323478;44324130;44324299;44324711;44324711;44324711;44324711;44324711;44324711;44324711;44324711;44324711;44324711;44324711;44324711	44320116;44320116;44320116;44320116;44320116;44320116;44320116;44320116;44320116;44320276;44320276;44320436;44320276;44320276;44320276;44320276;44320276;44320276;44320436;44320436;44320436;44320436;44320436;44320436;44320436;44320436;44320731;44320749;44320731;44320731;44320731;44320731;44320731;44320731;44320731;44321558;44321558;44321231;44321231;44321231;44321231;44321558;44321147;44321231;44321231;44321524;44321558;44321558;44321558;44321558;44321558;44321558;44321558;44321558;44321767;44321767;44321767;44321767;44321767;44321767;44321767;44321767;44321767;44321767;44321767;44322528;44322528;44322528;44322552;44322528;44322528;44322528;44322445;44322552;44322552;44322528;44322528;44322852;44322552;44322852;44322852;44322852;44322852;44322852;44322852;44322852;44322852;44322852;44323343;44323343;44323343;44323343;44323343;44323343;44323343;44323343;44323343;44323343;44323343;44323343;44323343;44323577;44323800;44323577;44324147;44323577;44323577;44323577;44323800;44323577;44323719;44323577;44323577;44323590;44324199;44324770;44324809;44324806;44324782;44324827;44324818;44324827;44324815;44324827;44324870;44324822;44324827;44324830	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3526	2579	2386	2763	2748	2539	2793	2666	2514	2731	2614	3019	2965	5774	5294	7513	6680	4750	6593	6681	6058	6170	6024	6945	6712	8494	8559	12587	14185	7332	7071	8072	9853	10643	9175	9176	8055
ENSG00000267211.1	chr17;chr17	44328613;44331250	44328736;44331462	+;+	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030582.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44345086;44345246;44345262;44345265;44345265;44345282;44345298;44345302;44345302;44345302;44345302;44345302;44345302;44345305;44345306;44345314;44345531;44345566;44345610;44345610;44346089;44346089;44346089;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349158;44349162;44349165;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349426;44349625;44349667;44349667;44349667;44349667;44349667;44349667;44349667;44349667;44349667;44349667;44349667;44349667;44350228;44350228;44350228;44350228;44350228;44350228;44350228;44350228;44350228;44350228;44350289;44350442;44350442;44350442;44350442;44350442;44350442;44350462;44350539;44350691;44350691;44350691;44350691;44350691;44350691;44350772;44350911;44351037;44351037;44351037;44351037;44351037;44351037;44351037;44351363;44351363;44351363;44351363;44351550;44351550;44351550;44351550;44351550;44351550;44352015;44352015;44352015;44352202;44352341;44352341;44352341;44352341;44352529;44352661;44352661;44352661;44352716	44345334;44345334;44345334;44345334;44345605;44345334;44345334;44345334;44345334;44345334;44345334;44345605;44345334;44345334;44345334;44345334;44345605;44345605;44345741;44345741;44346228;44346228;44346228;44349302;44349302;44349302;44349551;44349302;44349302;44349275;44349302;44349302;44349302;44349302;44349302;44349302;44349302;44349302;44349302;44349302;44349474;44349551;44349551;44349551;44349551;44349551;44349551;44349551;44349551;44349551;44349551;44349551;44349551;44349811;44349551;44349751;44349751;44349751;44349751;44349789;44349751;44349751;44349751;44349751;44349751;44349736;44349894;44349751;44350287;44350340;44350340;44350340;44350283;44350340;44350325;44350304;44350340;44350340;44350340;44350577;44350577;44350577;44350469;44350511;44350577;44350577;44350577;44350800;44350800;44350800;44350800;44350800;44350800;44350800;44351460;44351163;44351044;44351163;44351100;44351163;44351300;44351163;44351460;44351460;44351460;44351460;44351795;44351752;44351795;44351599;44351795;44351795;44352248;44352248;44352248;44352248;44352571;44352571;44352571;44353043;44352571;44353082;44353102;44352795;44353102	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3680	5691	5297	6403	6174	5520	6012	5855	5611	5850	5858	6316	6417	2711	2483	3325	2703	2157	3016	2933	2907	2967	2843	3749	3436	2769	2890	4812	5208	2532	2313	2752	3414	3523	3157	4883	4103
ENSG00000161682.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44353215;44355715;44355958;44355967;44356173;44356173;44356306;44356430;44356430;44356430;44358945;44359062;44359346;44359579;44359579;44359579;44359905;44359905;44359905;44359905;44363597;44363597;44363597;44363597	44355191;44355841;44356074;44356074;44356352;44356352;44356352;44356588;44356588;44356588;44359143;44359143;44359671;44359671;44359671;44359671;44360132;44360132;44360132;44360132;44363834;44363812;44363875;44363800	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3592	114	108	91	96	139	152	130	107	134	120	128	107	473	458	107	88	391	619	490	480	518	426	329	307	130	120	60	61	110	96	69	43	136	133	88	69
ENSG00000267634.1	chr17	44365014	44365751	-	738	0	1	0	2	1	0	0	0	0	2	0	1	1	1	8	12	1	2	0	4	1	3	2	3	1	5	7	7	4	2	4	3	6	0	2	2
ENSG00000005961.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44372180;44372181;44372183;44373924;44374354;44374659;44374659;44374998;44375591;44375833;44375833;44375833;44376085;44376085;44376085;44376308;44376308;44377009;44377009;44377698;44377698;44378362;44378362;44378643;44378643;44379689;44379689;44380002;44380002;44380057;44380246;44380246;44380246;44380386;44380386;44380386;44380600;44380600;44380600;44380879;44380879;44383493;44383493;44383493;44383683;44383764;44383894;44383894;44383894;44383938;44383938;44384085;44384085;44384085;44384085;44384085;44384311;44384311;44384311;44384311;44384311;44384311;44384321;44384538;44384538;44384538;44384538;44384538;44384538;44384948;44384948;44384948;44384948;44384948;44384948;44385164;44385164;44385164;44385164;44385164;44385164;44385164;44385282;44385282;44385286;44385551;44385551;44385824;44386010;44389286	44372423;44372423;44372423;44375716;44374470;44374760;44374695;44375111;44375716;44375985;44375985;44375985;44376184;44376184;44376184;44376388;44376388;44377088;44377088;44377790;44377790;44378509;44378509;44378710;44378710;44379814;44379814;44380153;44380153;44380153;44380301;44380301;44380301;44380490;44380490;44380490;44380645;44381061;44380645;44381061;44381061;44383704;44383704;44383497;44383704;44383946;44383946;44383946;44383946;44384138;44383946;44384138;44384138;44384138;44384138;44384138;44384354;44384354;44384585;44384354;44384354;44384354;44384354;44384585;44384585;44384585;44384585;44384585;44384585;44385076;44385076;44385076;44385076;44385076;44385076;44385202;44385202;44385195;44385341;44385202;44385202;44385209;44385363;44385335;44385335;44385809;44385716;44385921;44386131;44389505	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5551	49	30	29	49	37	60	36	36	47	46	30	34	205	163	226	177	178	208	206	160	197	271	102	96	37	40	75	133	40	32	23	25	45	44	29	27
ENSG00000186566.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44395284;44396574;44397416;44397416;44401337;44401408;44405921;44405921;44405921;44405921;44405921;44405921;44407217;44424349;44424349;44424349;44424349;44424349;44424349;44424377;44435065;44435065;44435065;44435065;44435065;44435065;44435065;44435069;44436478;44436478;44436478;44436478;44436478;44436478;44436478;44436478;44436507;44438671;44438671;44438671;44438671;44445755;44464472;44464472;44464472;44464472;44464472;44464472;44464472;44467097;44467097;44473290;44473725;44473725;44473725;44474420;44474829;44474829;44474829;44474829;44474829;44474829;44503326;44503326;44503326;44503326;44503326;44503326;44503326;44503326	44401453;44401453;44401453;44401453;44401453;44401453;44406051;44406051;44406051;44406051;44406051;44406051;44407266;44424492;44424492;44424492;44424492;44424492;44424492;44424492;44435151;44435151;44435151;44435151;44435151;44435151;44435151;44435151;44436787;44436545;44436545;44436545;44436545;44436545;44436545;44436545;44436545;44438715;44438715;44438715;44438715;44445922;44464544;44464544;44464544;44464544;44464544;44464544;44465935;44467202;44467114;44473759;44473759;44473759;44473759;44474903;44474903;44474903;44474903;44474903;44474903;44474903;44503430;44503389;44503404;44503406;44503403;44503401;44503403;44503391	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9734	1546	1739	1938	2067	1566	1527	1723	1770	1476	1519	1973	1927	3130	2962	1443	1338	2310	2958	2727	2718	3158	3007	2169	2407	2125	2146	1141	1284	1991	1627	2095	2767	2415	2326	3343	2532
ENSG00000240589.3	chr17	44409059	44409358	-	300	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0
ENSG00000283045.1	chr17	44486153	44486815	-	663	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0
ENSG00000180340.6	chr17	44557459	44559570	+	2112	1542	1461	893	817	1572	1726	1551	1439	1564	1504	619	692	200	206	57	51	225	346	325	316	217	211	134	120	100	87	21	16	142	99	90	100	99	100	56	42
ENSG00000271222.1	chr17;chr17	44596346;44597141	44596466;44597344	+;+	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267384.3	chr17	44645411	44645587	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266979.1	chr17;chr17;chr17	44646364;44647285;44648768	44646704;44647386;44650349	-;-;-	2025	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	1	0	1	0	2
ENSG00000180336.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44656404;44656472;44657127;44657127;44662317;44662317;44665104;44665112;44665118;44665384;44665384;44666376;44666376;44666376;44666376;44668222;44669383;44669383;44669383;44673366;44673366;44673976;44673976;44676950;44676967;44678279;44678943;44678943;44687650;44687650;44687854;44688178;44688941;44689613	44656619;44656682;44657261;44657261;44662471;44662390;44665137;44665137;44665488;44665488;44665488;44668233;44666797;44666899;44668233;44668233;44669517;44671220;44669517;44673546;44673546;44674094;44675799;44677086;44677086;44678386;44679049;44679049;44687769;44687748;44688023;44688293;44689440;44690308	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8609	94	110	37	33	112	86	87	92	87	120	26	20	695	647	123	109	500	709	613	661	721	630	191	169	6	8	3	4	11	6	10	17	9	8	1	6
ENSG00000180329.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44673069;44677440;44677458;44677483;44680585;44680585;44681731;44682003;44682003;44682003;44683872;44683872;44683872;44683872;44683872;44689550;44689550;44689550;44689550;44689550	44673525;44679043;44679043;44679043;44680652;44680643;44682138;44682138;44682138;44682138;44683959;44683959;44683959;44683959;44683959;44689745;44689725;44689779;44689763;44689762	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2855	802	724	709	667	806	677	742	817	701	708	382	353	1103	1176	466	479	864	1126	1144	1197	1107	1066	740	780	869	915	364	404	829	792	967	1146	1008	908	848	665
ENSG00000267160.1	chr17	44673689	44676257	-	2569	15	5	7	15	10	14	1	10	10	10	7	3	19	15	10	16	11	21	19	13	12	19	16	10	13	15	4	13	11	5	12	15	11	13	13	7
ENSG00000279879.1	chr17	44689858	44693340	+	3483	1	1	1	2	0	0	0	2	1	1	3	1	3	6	1	1	1	2	4	3	1	4	6	6	0	0	2	3	1	0	1	1	0	0	2	1
ENSG00000161692.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44708608;44708656;44708656;44708683;44708698;44708728;44708844;44708846;44708862;44709304;44709304;44709304;44709304;44709304;44709304;44709304;44722880;44722880;44722880;44722880;44722880;44722880;44722880;44722880;44722880;44729905;44729905;44729905;44729905;44729905;44729905;44729905;44729905;44729905;44730965;44730965;44730965;44730965;44730965;44730965;44730965;44730965;44730965;44732178;44732178;44733659;44734090;44734090;44734090;44734090;44736830;44736830;44736830;44736830;44738379;44738379;44738379;44738379;44741336;44741336;44741336;44741336;44747083;44747083;44747083;44747083;44747391;44747391;44747391;44747391;44748341;44748341;44748341;44748341;44750595;44750595;44751940	44708839;44708839;44708839;44708839;44708839;44708839;44708938;44708938;44708938;44709366;44709366;44709366;44709366;44709366;44709366;44709366;44723022;44723022;44723022;44723022;44723022;44723022;44723022;44723022;44723022;44730096;44730096;44730096;44730096;44730096;44730096;44730096;44730096;44730096;44731160;44731218;44731015;44732877;44731015;44731015;44731015;44731246;44731422;44732265;44732265;44734163;44734163;44734163;44734153;44734163;44736866;44736866;44736866;44736866;44738424;44738424;44738424;44738424;44741452;44741452;44741452;44741452;44747191;44747191;44747191;44747191;44747515;44747515;44747515;44747515;44750239;44748465;44749399;44748465;44750677;44752264;44752264	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7146	744	676	664	714	677	826	1040	1051	700	709	686	658	1062	1003	485	371	968	1124	1542	1372	1087	1265	1188	1254	1283	1192	770	742	1001	1066	1608	1498	1482	1383	1744	1370
ENSG00000264251.2	chr17	44718861	44719130	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
