# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "4" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.featurecounts.txt" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000179477.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8072636;8073148;8073154;8073657;8075595;8076175;8076175;8076224;8076295;8076657;8076657;8076657;8076657;8076990;8076990;8076990;8076990;8079396;8079396;8079396;8079769;8079769;8079769;8080235;8080658;8080884;8081106;8086016;8087296	8072950;8073318;8073318;8073757;8075716;8076344;8076344;8076344;8076344;8076743;8076743;8076743;8076743;8077193;8077193;8077193;8077193;8079539;8079413;8079539;8079941;8080095;8080079;8080338;8080780;8080976;8081187;8086220;8087703	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2656	2
ENSG00000214999.3	chr17;chr17	8079482;8079805	8079524;8081565	+;+	1804	15
ENSG00000264005.1	chr17	8088056	8088147	+	92	0
ENSG00000179148.9	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8095900;8095901;8096249;8096375;8103323;8103323;8103323;8103323;8104115;8104115;8104115;8108468;8108468;8108468;8109174;8109174;8109174;8109916;8109916;8109916;8110092;8110092;8110092;8110385;8110385;8110385;8111359;8111359;8111359;8112093;8112093;8112093;8114484;8114484;8114484;8114938;8114938;8114938;8115607;8115607;8115607;8116776;8116776;8116776;8117844;8117844;8117844;8118486;8118696	8096806;8096806;8096806;8096806;8103493;8103493;8103493;8103515;8104215;8104215;8104215;8108589;8108589;8108589;8109343;8109343;8109343;8110002;8110002;8110002;8110295;8110295;8110295;8110528;8110528;8110528;8111531;8111531;8111531;8112196;8112196;8112196;8114609;8114609;8114609;8115057;8115057;8115057;8115688;8115688;8115688;8116980;8116980;8116980;8118303;8118489;8118303;8118513;8119047	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3760	3
ENSG00000179111.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8120590;8121571;8121804;8122343;8122343;8122343;8123031;8123031;8123031;8123320;8124043;8124043;8124043	8122037;8122022;8122037;8122430;8122430;8122430;8123126;8123126;8123126;8123505;8124092;8124084;8124084	-;-;-;-;-;-;-;-;-;-;-;-;-	1868	12
ENSG00000179094.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8140472;8140477;8140800;8141216;8141233;8141805;8141805;8141805;8141805;8141805;8142269;8142269;8142269;8142269;8142548;8142649;8142649;8142649;8143266;8143266;8143266;8143441;8143757;8144055;8144056;8144056;8144751;8144751;8144751;8144751;8144751;8144760;8145958;8145958;8145958;8145958;8145958;8145958;8146372;8146372;8146372;8146372;8146372;8146372;8146594;8146594;8146594;8146594;8146594;8146640;8146869;8146897;8146897;8146897;8146897;8146897;8147250;8147250;8147250;8147250;8147250;8147259;8147470;8147470;8147470;8147470;8147470;8147470;8147470;8147470;8147548;8147674;8147674;8147674;8147674;8147674;8147674;8147674;8147997;8147997;8147997;8147997;8147997;8147997;8148181;8148181;8148181;8148181;8148181;8148181;8148644;8148644;8148644;8148644;8148644;8148644;8149239;8149259;8149259;8149259;8149259;8149259;8149462;8149462;8149462;8149462;8149462;8149755;8149755;8149755;8149755;8149755;8149755;8149971;8149971;8149971;8149971;8149971;8149971;8149975;8150050;8150219;8150219;8150219;8150219;8150219;8150219;8150219;8150256;8150432;8150432;8150432;8150432;8150432;8150432;8150432;8150432;8150432;8152337;8152337;8152337;8152337;8153930;8156307;8156307;8156307;8156307	8141340;8141340;8141340;8141340;8141340;8141955;8141955;8142191;8141955;8141955;8142458;8142458;8142470;8142458;8142835;8142835;8142835;8142835;8143344;8143876;8143876;8143876;8143876;8144993;8144993;8144268;8144993;8145170;8144993;8144847;8144993;8144993;8146137;8146024;8146137;8146137;8146137;8146137;8146502;8146502;8146502;8146502;8146502;8146488;8146765;8146765;8146765;8146765;8146765;8146765;8147381;8147002;8147381;8147002;8147002;8147002;8147381;8147381;8147381;8147381;8147381;8147381;8147578;8147582;8147578;8147578;8147549;8147578;8147578;8147578;8147578;8147827;8147827;8148005;8147827;8147827;8147827;8147827;8148103;8148103;8148103;8148103;8148103;8148103;8148259;8148259;8148259;8148259;8148259;8148259;8148786;8148786;8148786;8148786;8148989;8148786;8149663;8149310;8149310;8149310;8149310;8149310;8149663;8149663;8149663;8149663;8149603;8149876;8149876;8149876;8149876;8149876;8149876;8150125;8150125;8150125;8150125;8150125;8150125;8150125;8150125;8150317;8150317;8150317;8150317;8150317;8150317;8150317;8150317;8150845;8150832;8150610;8150845;8150845;8150845;8150845;8150845;8150610;8152344;8152383;8152435;8152435;8153980;8156506;8156360;8156355;8156405	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7002	152
ENSG00000284117.1	chr17	8144994	8145071	-	78	0
ENSG00000263620.1	chr17;chr17;chr17;chr17;chr17	8150816;8161473;8161608;8162249;8162878	8150845;8161524;8161766;8162369;8162975	-;-;-;-;-	460	0
ENSG00000220205.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8159149;8160406;8160819;8161319;8161473;8161473;8161608;8161608;8161608;8161608;8162249;8162249;8162249;8162249;8162444;8162878;8162878;8163467	8160871;8161524;8160871;8161524;8161524;8161524;8161766;8161766;8161766;8161766;8162369;8162369;8162369;8162369;8162932;8162975;8162948;8163546	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3268	629
ENSG00000179029.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8173237;8173742;8173967;8173999;8174001;8174003;8174102;8174171;8174520;8174520;8174520;8174541;8174584;8175757;8175757;8175757;8175757;8175757;8175757;8175959;8175959;8175959;8175959;8175959;8176200;8176200;8176200;8176200;8176200;8176200;8176200	8174272;8175857;8174272;8174272;8174272;8174272;8174616;8174272;8174616;8174616;8174616;8174616;8174616;8175857;8175875;8176026;8176387;8176392;8175875;8176026;8176026;8176026;8176026;8176026;8176374;8176399;8176388;8176316;8176373;8176376;8176373	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3163	110
ENSG00000200463.1	chr17	8173454	8173587	-	134	0
ENSG00000266824.1	chr17;chr17;chr17	8176812;8181399;8182662	8177008;8181515;8182812	+;+;+	465	0
ENSG00000283160.1	chr17	8186945	8187004	+	60	0
ENSG00000196544.7	chr17	8188333	8190907	-	2575	232
ENSG00000279152.1	chr17	8188933	8189688	+	756	0
ENSG00000271002.1	chr17	8199123	8199437	-	315	1
ENSG00000178999.12	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8204733;8204743;8204773;8204859;8204871;8204902;8204961;8205216;8205216;8205216;8205216;8205216;8205216;8205265;8205318;8206491;8206491;8206491;8206491;8206491;8206491;8206491;8206491;8206491;8206493;8206519;8206538;8206740;8206750;8206750;8206750;8206750;8206750;8206750;8206750;8206750;8207176;8207176;8207176;8207176;8207176;8207176;8207176;8207242;8207318;8207318;8207318;8207571;8207571;8207571;8207571;8207571;8207571;8207571;8207571;8207571;8207571;8207571;8207738;8207738;8207738;8207738;8207738;8207738;8207738;8207738;8207738;8207738;8207738;8209954;8209998;8210177;8210177;8210177;8210177;8210177;8210177;8210177;8210530;8210530;8210530;8210530;8210530;8210530;8210530;8210530	8205044;8205044;8205044;8205044;8205044;8205044;8205044;8205390;8205390;8205390;8205390;8205390;8205390;8205390;8205390;8206639;8206639;8206698;8206639;8206639;8206639;8206639;8206639;8206639;8206639;8206639;8206639;8207367;8206934;8206888;8206888;8206888;8206888;8206888;8206888;8206888;8207367;8207367;8207367;8207370;8207367;8207367;8207370;8207367;8207367;8207367;8207367;8207625;8207625;8207625;8207625;8207625;8207625;8207625;8207625;8207625;8207625;8207625;8207840;8207901;8207901;8207840;8207840;8207840;8207840;8207840;8208225;8207840;8207840;8210055;8210249;8210249;8210247;8210249;8210224;8210225;8210249;8210254;8210581;8210584;8210568;8210600;8210582;8210598;8210581;8210559	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2241	1416
ENSG00000178977.3	chr17;chr17;chr17	8220642;8222293;8223812	8221509;8223274;8224043	-;-;-	2082	6
ENSG00000178971.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8224821;8226875;8226923;8227936;8227982;8228503;8228503;8228503;8228503;8228503;8228549;8228727;8228727;8228727;8228727;8228785;8228827;8229142;8229142;8229142;8229142;8229142;8229302;8229302;8229302;8229302;8229302;8229302;8229335;8229358;8229891;8229891;8229891;8229891;8229891;8229891;8229891;8229891;8230268;8230294;8230294;8230294;8230294;8230294;8230294;8230294;8230447;8230563;8230563;8230563;8230563;8230563;8230563;8230563;8230563;8231276;8231276;8231276;8231276;8231276;8231276;8231726;8231726;8231726;8231726;8231726;8231726;8231903;8231903;8231903;8231903;8231903;8231903;8232361;8232361;8232361;8232361;8232361;8232712;8232906;8232906;8232906;8232906;8232912;8233309;8233363;8234455;8234455;8234455;8234455;8234455;8234455;8234634;8234749;8234749;8234749;8234749;8234749;8234749;8235053;8235053;8235053;8235053;8235053;8235831;8235831;8235831;8236058;8236058;8236058;8236083;8237375;8237375;8237375;8237375;8238031;8238031;8238031;8238031;8238289;8238392;8238392;8238392;8238392;8242985;8242985;8242985;8242985;8248004;8248004;8248004;8248004	8228319;8228319;8228319;8228319;8228319;8228629;8228629;8228629;8228629;8228629;8228629;8228892;8228892;8228892;8228892;8228892;8228892;8229206;8229206;8229206;8229206;8229446;8229446;8229446;8229446;8229446;8229405;8229446;8229446;8229446;8229922;8229968;8229968;8229922;8229968;8229968;8230468;8229968;8230468;8230468;8230468;8230468;8230348;8230468;8230397;8230468;8230468;8230651;8230651;8230651;8230651;8230651;8230933;8230651;8230651;8231469;8231469;8231469;8231469;8231469;8231445;8231815;8231815;8231815;8231815;8231815;8231815;8232227;8232227;8232183;8232227;8232227;8232227;8232475;8232648;8232475;8232475;8232475;8233032;8233032;8233032;8233032;8233032;8233032;8233456;8233456;8234655;8234655;8234802;8234655;8234655;8234655;8234655;8234926;8234926;8234926;8234926;8234768;8234926;8235285;8235285;8235366;8235285;8235285;8235959;8235959;8235959;8236342;8236342;8236342;8236342;8237519;8237519;8237519;8237414;8238242;8238242;8238242;8238242;8238629;8238629;8238629;8238629;8238629;8243124;8243148;8243148;8243148;8248042;8248095;8248044;8248041	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8566	599
ENSG00000178921.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8247618;8249286;8249286;8249286;8249342;8253842;8253859;8253859;8253859;8253859;8253938;8254166;8254166;8254166;8254166;8254166;8254166;8255027;8255027;8255027;8255027;8255027;8255502;8255502;8255805;8255805;8255805;8256267;8256267;8256524;8256835;8256835;8257807;8257807;8258071;8258071;8262460;8262920;8262920;8262920;8262920;8263109;8263109;8263109;8263109;8263261;8263575;8263575;8263575;8263575;8263575;8263775;8263775;8263775;8263775;8264212;8264212;8264212;8264212;8264212;8264470;8264470;8264470;8264895;8264895;8265288;8265288;8265556;8265556;8265862;8265862;8265973;8266006;8266234;8266234;8266234;8266234;8266272;8266501;8266753;8266753;8266753;8266753;8267028;8267028;8267028;8267028;8267372;8267372;8267372;8267551;8267551;8267551;8268533;8268533;8268533;8268954;8268954	8247856;8249339;8249339;8249339;8249505;8254079;8254079;8254079;8254079;8254079;8254079;8254301;8254301;8254286;8254301;8254301;8254301;8255132;8255132;8255132;8255058;8255132;8255691;8255524;8255910;8255816;8255910;8256648;8256407;8256648;8256963;8256963;8257938;8257938;8258199;8258199;8262499;8262993;8262993;8262993;8262993;8263265;8263265;8263265;8263265;8263265;8263636;8263636;8263636;8263636;8263636;8263936;8263936;8263936;8263936;8264337;8264337;8264337;8264314;8264267;8264601;8264641;8264601;8265125;8265125;8265468;8265468;8265639;8265639;8266017;8266017;8266017;8266017;8266353;8266353;8266353;8266353;8266353;8266898;8266898;8267229;8266898;8266898;8267235;8267229;8267235;8267235;8267463;8267463;8267463;8267665;8267665;8267665;8268856;8270491;8268856;8269430;8270485	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6471	1069
ENSG00000269947.1	chr17	8277763	8278436	+	674	10
ENSG00000125434.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8287763;8287764;8288169;8288860;8288861;8288946;8289574;8289574;8289574;8289616;8289854;8289854;8289854;8289854;8289854;8290059;8290603;8290615;8290842;8290842;8290842;8290842;8290842;8290842;8291333;8291333;8291333;8291333;8291333;8291333;8292523;8292523;8292523;8292523;8292523;8292523;8294433;8294433;8294433;8294433;8294433;8294433	8288432;8289643;8288432;8289397;8289440;8289035;8289643;8289643;8289643;8289643;8289984;8289984;8289984;8289984;8289984;8290678;8290678;8290678;8290976;8290976;8290976;8290976;8290976;8290976;8291485;8291485;8291485;8291485;8291485;8291485;8292588;8292588;8292588;8292588;8292588;8292588;8295343;8294838;8294807;8294836;8294852;8295318	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3897	124
ENSG00000108961.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8288497;8288654;8288671;8288678;8288699;8288885;8288956;8288956;8288956;8288956;8288956;8289258;8289258;8289258;8289258;8289258;8289503;8289503;8289503;8289813;8289813	8288865;8288865;8288865;8288865;8288865;8289072;8289072;8289072;8289072;8289072;8289395;8289414;8289414;8289414;8289414;8290092;8289941;8289588;8290090;8290092;8290092	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1577	299
ENSG00000271029.1	chr17;chr17	8296505;8297050	8296735;8297216	-;-	398	486
ENSG00000198844.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8310241;8310280;8310283;8310822;8310822;8310828;8311991;8311991;8311991;8311991;8311991;8312922;8312922;8312922;8313041;8313501;8313501;8313501;8313746;8314869;8314906;8314906;8315066;8315066;8315066;8315414;8315414;8315414;8315755;8315755;8316019;8316019;8318387;8318387;8318570;8318570;8318750;8318750;8318766;8319007;8319007;8319056;8319312;8319312;8319499;8319499;8320842;8320842	8310343;8310343;8310343;8310863;8310863;8310863;8312388;8312640;8312640;8314031;8312640;8313254;8312943;8313254;8313254;8313555;8313657;8313555;8314042;8314964;8314964;8314964;8315277;8315277;8315277;8315574;8315574;8315574;8315907;8315907;8316148;8316148;8318461;8318461;8318662;8318662;8318910;8318910;8318910;8319159;8319159;8319158;8319394;8319394;8319603;8319603;8322516;8322514	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5294	0
ENSG00000226871.1	chr17;chr17	8318088;8318566	8318477;8318712	-;-	537	0
ENSG00000212206.1	chr17	8329583	8329719	+	137	0
ENSG00000266279.1	chr17;chr17	8337697;8338423	8337908;8338758	+;+	548	0
ENSG00000184650.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8339864;8339870;8339893;8340458;8344873;8344873;8345343;8345343;8345343;8345343;8345668;8345668;8345668;8345668	8340505;8340160;8340160;8340505;8345042;8345042;8345477;8345477;8345477;8345477;8346048;8346046;8346041;8346045	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1328	0
ENSG00000265749.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8365563;8365569;8367163;8373491;8375722;8376010;8377075;8381045;8381045	8365721;8365721;8367208;8373816;8376147;8376111;8377241;8381328;8381328	+;+;+;+;+;+;+;+;+	1408	0
ENSG00000184619.4	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8368637;8368655;8368710;8368980;8371309;8371309;8371309;8371600;8375900;8375900;8375900	8370386;8370386;8370386;8370386;8371494;8372081;8371540;8371808;8376711;8376667;8376658	-;-;-;-;-;-;-;-;-;-;-	3335	10
ENSG00000263809.1	chr17;chr17;chr17;chr17;chr17;chr17	8368638;8371309;8375900;8379796;8382143;8383142	8370386;8372081;8376104;8379936;8382315;8383187	-;-;-;-;-;-	3087	0
ENSG00000161970.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8377516;8377521;8377521;8377523;8377526;8377538;8377544;8377549;8377610;8377679;8379145;8379796;8379796;8379796;8379796;8379796;8379796;8379796;8379796;8379796;8379796;8379815;8380587;8381784;8381998;8382143;8382143;8382143;8382143;8382143;8382143;8382143;8382143;8382143;8382775;8382781;8382862;8383157;8383157;8383157;8383157;8383157	8377692;8377692;8377692;8377692;8377692;8377724;8377678;8377692;8377692;8377692;8379936;8379936;8379936;8379936;8379936;8379936;8380084;8379936;8379936;8379936;8379936;8379936;8380703;8382315;8382090;8382315;8382315;8382315;8382315;8382315;8382315;8382554;8382338;8382309;8383009;8383164;8383166;8383193;8383213;8383192;8383250;8383193	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2513	4861
ENSG00000189051.5	chr17;chr17;chr17;chr17	8390704;8390709;8394178;8397695	8393489;8393486;8394329;8397826	-;-;-;-	3070	0
ENSG00000166579.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	8413131;8413132;8413195;8431202;8431899;8435852;8435861;8435861;8435894;8435900;8435908;8435914;8435922;8435927;8436034;8436094;8436651;8443927;8443927;8443927;8444260;8444260;8444260;8444260;8444260;8444260;8444260;8444260;8444260;8444260;8444260;8444260;8444624;8444954;8444954;8444954;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8445711;8446754;8446754;8446754;8446754;8446754;8446754;8446754;8446754;8448550;8448550;8448550;8448550;8448550;8448550;8448604;8450780;8450780;8450780;8450780;8450781;8454796;8454796;8454796;8454796;8454796;8460009;8460009;8460009;8460009;8461137;8462777;8463320;8464236;8466930;8466930;8466930;8466930;8467151;8490247	8413269;8413269;8413269;8431359;8432167;8435919;8436045;8436045;8436045;8436045;8436045;8436045;8436045;8436045;8436045;8436694;8436694;8444357;8444176;8444357;8444357;8444357;8444357;8444357;8444357;8444357;8444357;8444357;8444357;8444357;8444357;8444357;8444742;8445040;8445040;8445040;8445864;8445795;8445864;8445864;8445864;8445864;8445864;8445801;8445724;8445840;8446045;8445747;8445864;8445864;8446884;8446902;8446902;8446902;8446902;8446902;8446780;8446902;8448686;8448635;8448597;8448577;8448686;8448686;8448686;8450953;8450953;8450953;8450953;8450953;8454887;8454887;8454887;8454887;8454887;8460160;8460160;8460160;8460160;8461384;8463354;8463354;8468162;8468153;8468160;8467658;8468160;8467269;8490411	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7955	1814
